koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr
FALSE POSITIVE,FALSE POSITIVE,0,280.476576,7.48E-03,-7.48E-03,299.3871,1.91E-02,-1.91E-02,0.974,6.665,-0.018,32.24,1,-1,6.51E+02,2.21E+01,-2.21E+01,3.16,9.20E-01,-3.10E-01,1.22,1.03,-0.33,38.7
FALSE POSITIVE,FALSE POSITIVE,1,152.8255989,7.13E-04,-7.13E-04,197.41339,4.10E-03,-4.10E-03,0.409,0.041,-0.365,22.688,0.195,-0.195,2.17E+03,2.45E+01,-2.45E+01,34.85,1.92E+00,-7.72E+00,68.47,13.17,-31.27,98.9
CANDIDATE,CANDIDATE,1,47.1096306,1.94E-04,-1.94E-04,144.13172,3.43E-03,-3.43E-03,1.23,6.923,-0.605,5.741,0.172,-0.172,7.52E+02,2.22E+01,-2.22E+01,78.98,3.09E+01,-5.75E+01,75.4,89.11,-70.44,35.1
CONFIRMED,CANDIDATE,1,2.41660149,5.23E-06,-5.23E-06,131.53713,1.78E-03,-1.78E-03,0.035,0.406,-0.035,1.9699,0.0554,-0.0554,8.36E+01,2.90E+00,-2.90E+00,0.92,1.50E-01,-6.00E-02,770.05,333.38,-155.62,33.7
FALSE POSITIVE,FALSE POSITIVE,0,4.252082243,1.16E-06,-1.16E-06,134.299947,2.23E-04,-2.23E-04,1.268,0.151,-0.097,2.7543,0.0123,-0.0123,8.29E+03,4.06E+01,-4.06E+01,33.14,5.97E+00,-4.34E+00,303.48,177.62,-103.01,254.8
FALSE POSITIVE,FALSE POSITIVE,0,14.18022831,7.69E-06,-7.69E-06,143.127623,5.97E-04,-5.97E-04,0.795,0.072,-0.058,4.5344,0.0113,-0.0113,1.73E+05,4.10E+02,-4.10E+02,62.41,1.93E+01,-1.04E+01,137.11,128.71,-55.62,472.3
CONFIRMED,CANDIDATE,0.963,282.5253558,1.22E-04,-1.22E-04,363.071925,2.89E-04,-2.89E-04,0.248,0.05,-0.075,10.7965,0.0292,-0.0292,9.75E+03,1.67E+01,-1.67E+01,8.98,1.31E+00,-4.70E-01,1.15,0.47,-0.2,696
FALSE POSITIVE,FALSE POSITIVE,0,1.87887673,9.90E-08,-9.90E-08,133.0741983,4.35E-05,-4.35E-05,0.441,0.003,-0.004,6.60887,0.00488,-0.00488,8.24E+05,3.63E+02,-3.63E+02,148.25,4.39E+01,-2.36E+01,2750.37,2329.71,-1029.17,3176.9
FALSE POSITIVE,FALSE POSITIVE,0,17.79391159,1.41E-05,-1.41E-05,134.035628,8.86E-04,-8.86E-04,0.692,0.013,-0.011,4.3194,0.0219,-0.0219,9.34E+04,7.44E+02,-7.44E+02,33.3,0.00E+00,0.00E+00,55.88,0,0,247
FALSE POSITIVE,FALSE POSITIVE,0,7.942583252,3.96E-06,-3.96E-06,134.817062,5.63E-04,-5.63E-04,1.522,0.242,-0.155,7.0612,0.0223,-0.0223,8.83E+04,1.46E+02,-1.46E+02,219.02,9.25E+01,-1.39E+02,644.35,890.73,-569.09,855.4
FALSE POSITIVE,FALSE POSITIVE,0,15.85231085,1.61E-05,-1.61E-05,142.52451,1.14E-03,-1.14E-03,6.286,25.85,-0.359,4.8707,0.0248,-0.0248,4.38E+05,1.73E+03,-1.73E+03,679.44,0.00E+00,0.00E+00,65.17,0,0,252.4
FALSE POSITIVE,FALSE POSITIVE,0,2.415925551,1.43E-06,-1.43E-06,133.610004,1.45E-04,-1.45E-04,0.511,0.011,-0.014,9.7769,0.015,-0.015,5.61E+05,4.88E+02,-4.88E+02,300.82,8.05E+01,-1.61E+02,29070.1,22991.7,-23811.01,1598.3
FALSE POSITIVE,FALSE POSITIVE,0,0.656201038,4.40E-08,-4.40E-08,132.0994299,5.96E-05,-5.96E-05,1.439,0.052,-0.05,4.17901,0.00762,-0.00762,1.75E+05,1.31E+02,-1.31E+02,112.77,3.59E+01,-1.20E+01,5094.25,4930.11,-1615.38,2065.8
FALSE POSITIVE,FALSE POSITIVE,0,2.617280959,2.78E-06,-2.78E-06,132.391963,8.71E-04,-8.71E-04,3.651,0.703,-0.063,9.661,0.0432,-0.0432,3.09E+03,1.39E+01,-1.39E+01,395.94,1.13E+02,-9.21E+01,1918.98,1560.99,-932.24,262.4
CANDIDATE,CANDIDATE,0,18.577903,3.23E-03,-3.23E-03,142.171,1.36E-01,-1.36E-01,0.105,0.352,-0.105,20.11,4.1,-4.1,9.98E+01,1.71E+01,-1.71E+01,1.36,3.80E-01,-3.20E-01,140.97,114.68,-68.48,6.6
FALSE POSITIVE,FALSE POSITIVE,0,1.412524016,1.83E-07,-1.83E-07,131.704429,1.17E-04,-1.17E-04,0.846,0.046,-0.037,5.74859,0.00587,-0.00587,1.76E+05,1.49E+02,-1.49E+02,68.92,2.02E+01,-8.63E+00,3627.17,3136.17,-1284.87,1475.4
FALSE POSITIVE,FALSE POSITIVE,0,5.77676732,1.58E-05,-1.58E-05,131.5416,2.56E-03,-2.56E-03,1.273,9.941,-0.212,6.822,0.105,-0.105,5.79E+03,8.69E+01,-8.69E+01,26.2,1.87E+00,-2.56E+00,47.55,15.07,-14.48,74.1
CONFIRMED,CANDIDATE,0.927,88.40678718,8.04E-05,-8.04E-05,176.274619,7.09E-04,-7.09E-04,0.535,0.056,-0.198,12.3079,0.0782,-0.0782,1.72E+03,5.50E+00,-5.50E+00,4.55,7.30E-01,-4.50E-01,6.65,2.97,-1.67,328
FALSE POSITIVE,FALSE POSITIVE,0,3.635723653,6.98E-06,-6.98E-06,134.6084,1.61E-03,-1.61E-03,0.677,0.229,-0.447,2.1862,0.0505,-0.0505,8.00E+01,2.20E+00,-2.20E+00,1.23,2.10E-01,-1.70E-01,1126.72,482.11,-326.51,43.1
FALSE POSITIVE,FALSE POSITIVE,0.207,369.181947,6.71E-03,-6.71E-03,399.5169,1.54E-02,-1.54E-02,0.021,0.428,-0.021,3.239,0.352,-0.352,9.13E+02,1.12E+02,-1.12E+02,2.6,7.70E-01,-2.40E-01,0.85,0.73,-0.23,9.9
FALSE POSITIVE,FALSE POSITIVE,0,45.3968385,1.63E-04,-1.63E-04,136.93885,3.02E-03,-3.02E-03,1.235,67.64,-0.205,4.477,0.161,-0.161,1.36E+03,4.22E+01,-4.22E+01,21.23,3.71E+00,-1.32E+00,8.62,4.75,-1.83,38.9
FALSE POSITIVE,FALSE POSITIVE,0,15.160166,1.12E-04,-1.12E-04,136.55982,5.96E-03,-5.96E-03,0.228,0.237,-0.228,5.856,0.166,-0.166,3.08E+02,1.38E+01,-1.38E+01,2.09,6.30E-01,-4.20E-01,107.59,94.29,-47.23,26.1
FALSE POSITIVE,FALSE POSITIVE,0,2.63009438,1.25E-05,-1.25E-05,132.22517,4.37E-03,-4.37E-03,1.195,0.446,-0.105,11.226,0.23,-0.23,3.89E+02,6.80E+00,-6.80E+00,25.55,8.26E+00,-2.77E+00,1135.97,1053.25,-346.37,69.4
FALSE POSITIVE,FALSE POSITIVE,0,9.40527028,2.80E-05,-2.80E-05,134.55181,2.77E-03,-2.77E-03,1.212,72.8,-2.442,2.076,0.139,-0.139,4.71E+02,2.79E+01,-2.79E+01,25.39,8.13E+00,-2.70E+00,182.72,171.3,-54.95,20.7
FALSE POSITIVE,FALSE POSITIVE,0,4.15713766,3.54E-05,-3.54E-05,132.21689,6.87E-03,-6.87E-03,0.121,0.338,-0.121,1.808,0.211,-0.211,7.70E+01,1.03E+01,-1.03E+01,1.17,4.10E-01,-1.70E-01,908.82,931.37,-343.82,9.2
FALSE POSITIVE,FALSE POSITIVE,0.015,3.2136904,1.47E-05,-1.47E-05,132.98252,3.00E-03,-3.00E-03,0.57,0.059,-0.447,2.205,0.123,-0.123,5.58E+01,3.50E+00,-3.50E+00,1.22,3.60E-01,-3.20E-01,1515.7,1334.19,-816.37,19.2
FALSE POSITIVE,FALSE POSITIVE,0,2.87066026,1.50E-05,-1.50E-05,133.66393,4.40E-03,-4.40E-03,0.286,0.164,-0.286,1.541,0.128,-0.128,4.51E+02,4.13E+01,-4.13E+01,1.72,4.40E-01,-1.50E-01,484.17,368.99,-126.55,13.2
FALSE POSITIVE,FALSE POSITIVE,,31.24611088,,,138.4604477,,,,,,4.76,,,,,,,,,,,,
FALSE POSITIVE,FALSE POSITIVE,,82.37208458,,,208.4205685,,,,,,6.35,,,,,,,,,,,,
FALSE POSITIVE,FALSE POSITIVE,0,0.991105114,7.06E-07,-7.06E-07,131.893383,7.51E-04,-7.51E-04,0.623,0.07,-0.062,2.2137,0.0137,-0.0137,2.86E+05,1.54E+03,-1.54E+03,36.87,2.93E+00,-2.62E+00,589.31,201.47,-149.77,273.8
FALSE POSITIVE,FALSE POSITIVE,0,12.42558039,,,141.5382062,,,1.222,,,57.2012,,,1.13E+03,,,21.34,8.90E-01,-1.52E+00,23.83,5.28,-5.64,58.8
CONFIRMED,CANDIDATE,0.994,138.944022,1.31E-03,-1.31E-03,153.90645,6.63E-03,-6.63E-03,0.195,0.245,-0.195,10.611,0.192,-0.192,5.30E+02,2.17E+01,-2.17E+01,2.57,4.10E-01,-2.80E-01,5.13,2.29,-1.4,28
FALSE POSITIVE,FALSE POSITIVE,0,12.4260454,1.77E-04,-1.77E-04,141.5025,1.33E-02,-1.33E-02,0.967,0.033,-0.049,27.7691,0,0,5.82E+02,8.80E+00,-8.80E+00,2.64,6.70E-01,-2.20E-01,58.88,45.2,-15.17,55.7
FALSE POSITIVE,FALSE POSITIVE,0,12.4260002,2.11E-04,-2.11E-04,133.9385,1.45E-02,-1.45E-02,0.971,0.052,-0.09,30.1966,0,0,4.69E+02,7.40E+00,-7.40E+00,2.39,6.10E-01,-2.00E-01,58.88,45.2,-15.17,47.8
FALSE POSITIVE,FALSE POSITIVE,0,1.50650136,4.68E-06,-4.68E-06,132.98952,2.85E-03,-2.85E-03,0.556,0.04,-0.455,3.1126,0.0843,-0.0843,6.69E+01,1.90E+00,-1.90E+00,0.8,1.70E-01,-1.40E-01,1403.44,909.44,-553.82,41.9
CANDIDATE,CANDIDATE,0.045,0.968026356,1.01E-06,-1.01E-06,131.756162,8.64E-04,-8.64E-04,0.055,0.4,-0.055,0.7143,0.0365,-0.0365,2.13E+02,8.90E+00,-8.90E+00,1.78,5.10E-01,-1.80E-01,5205.91,4263.06,-1489.04,32.6
FALSE POSITIVE,FALSE POSITIVE,0,1.179969562,2.57E-07,-2.57E-07,133.381942,1.77E-04,-1.77E-04,1.244,0.422,-0.104,1.9745,0.0107,-0.0107,1.11E+03,4.90E+00,-4.90E+00,120.02,2.88E+01,-4.32E+01,18136.88,11462.94,-11137.21,277.9
FALSE POSITIVE,FALSE POSITIVE,0,10.10176739,2.39E-05,-2.39E-05,131.80667,1.86E-03,-1.86E-03,1.251,69.6,-1.538,2.1267,0.0981,-0.0981,6.02E+02,2.53E+01,-2.53E+01,26.09,7.88E+00,-2.47E+00,111.86,99.21,-31.74,28.8
CANDIDATE,CANDIDATE,0.384,10.57910009,3.36E-05,-3.36E-05,141.07251,2.75E-03,-2.75E-03,0.404,0.052,-0.404,1.4553,0.0936,-0.0936,3.29E+02,2.25E+01,-2.25E+01,2.03,6.10E-01,-2.60E-01,175.79,155.88,-63.12,17.9
CANDIDATE,CANDIDATE,0.979,1.480283464,6.17E-06,-6.17E-06,134.37254,3.25E-03,-3.25E-03,0.058,0.392,-0.058,2.486,0.108,-0.108,6.05E+01,3.30E+00,-3.30E+00,0.97,1.60E-01,-1.70E-01,2597.27,1166.42,-977.2,21.3
FALSE POSITIVE,FALSE POSITIVE,0,15.42040937,4.37E-06,-4.37E-06,133.516609,2.33E-04,-2.33E-04,0.955,0.174,-0.044,2.3707,0.0176,-0.0176,1.48E+04,7.19E+01,-7.19E+01,16.62,3.74E+00,-1.60E+00,45.03,31.02,-12.49,268.5
CONFIRMED,CANDIDATE,1,9.97682072,3.43E-05,-3.43E-05,131.76825,3.01E-03,-3.01E-03,0.022,0.429,-0.022,3.4873,0.0931,-0.0931,9.67E+02,3.51E+01,-3.51E+01,2.85,7.30E-01,-4.60E-01,97.85,76.43,-36.54,31.3
FALSE POSITIVE,FALSE POSITIVE,0,61.4913415,2.86E-04,-2.86E-04,163.63194,4.15E-03,-4.15E-03,0.92,0.01,-0.009,9.627,0.213,-0.213,3.69E+03,8.62E+01,-8.62E+01,4.57,3.90E-01,-3.60E-01,2.58,0.93,-0.68,70.5
CANDIDATE,CANDIDATE,0.921,5.0263815,1.51E-04,-1.51E-04,135.5595,2.29E-02,-2.29E-02,0.185,0.279,-0.185,4.384,0.682,-0.682,7.72E+01,1.11E+01,-1.11E+01,0.84,2.30E-01,-1.20E-01,305.12,241.26,-107.21,8.5
FALSE POSITIVE,FALSE POSITIVE,0,16.00351679,6.69E-05,-6.69E-05,146.38812,3.33E-03,-3.33E-03,1.209,72.33,-0.458,4.001,0.166,-0.166,6.68E+02,2.67E+01,-2.67E+01,18.01,2.09E+00,-1.71E+00,27.83,11.18,-7.63,29.9
FALSE POSITIVE,FALSE POSITIVE,0,1.86390886,1.33E-05,-1.33E-05,132.19741,5.92E-03,-5.92E-03,1.2,2.239,-0.188,4.414,0.325,-0.325,1.76E+02,1.13E+01,-1.13E+01,77.99,9.83E+00,-2.95E+01,16718.87,6840.23,-11056.9,18.3
FALSE POSITIVE,FALSE POSITIVE,0,2.03743942,1.73E-05,-1.73E-05,131.55893,5.40E-03,-5.40E-03,0.102,0.364,-0.102,3.103,0.245,-0.245,1.13E+02,8.80E+00,-8.80E+00,0.82,2.00E-01,-7.00E-02,673.94,481.19,-183.31,16
FALSE POSITIVE,FALSE POSITIVE,,332.74984,4.41E-02,-4.41E-02,386.9102,4.83E-02,-4.83E-02,0.1296,0.3117,-0.1296,14.77,2.6,-2.6,5.18E+02,7.88E+01,-7.88E+01,2.55,1.30E+00,-2.90E-01,1.97,3.06,-0.64,8.7
FALSE POSITIVE,FALSE POSITIVE,,45.60304785,,,171.32001,,,,,,8.35,,,,,,,,,,,,
FALSE POSITIVE,FALSE POSITIVE,0.001,2.4681015,1.41E-05,-1.41E-05,132.07692,4.90E-03,-4.90E-03,0.689,0.241,-0.461,2.83,0.183,-0.183,1.73E+02,9.70E+00,-9.70E+00,1.22,2.70E-01,-1.50E-01,564.74,389.07,-178.09,22.1
FALSE POSITIVE,FALSE POSITIVE,,12.53449909,,,134.95078,,,,,,6.02,,,,,,,,,,,,
FALSE POSITIVE,FALSE POSITIVE,,215.15218,3.08E-02,-3.08E-02,171.913,5.02E-02,-5.02E-02,0.2999,0.1486,-0.2998,19.97,2.4,-2.4,2.64E+02,3.49E+01,-3.49E+01,1.36,5.20E-01,-1.10E-01,1.61,1.84,-0.38,6.7
FALSE POSITIVE,FALSE POSITIVE,0,3.17275711,2.37E-05,-2.37E-05,133.98944,6.76E-03,-6.76E-03,0.03,0.426,-0.03,5.404,0.193,-0.193,3.13E+02,1.23E+01,-1.23E+01,1.27,1.70E-01,-1.00E-01,206.07,98.17,-52.11,30.1
CANDIDATE,CANDIDATE,1,6.68231249,5.91E-05,-5.91E-05,132.18853,6.38E-03,-6.38E-03,0.892,0.005,-0.622,3.251,0.174,-0.174,4.87E+01,4.40E+00,-4.40E+00,2.09,3.90E-01,-7.20E-01,784.74,392.49,-468.44,12.3
FALSE POSITIVE,FALSE POSITIVE,0,0.73619448,1.28E-06,-1.28E-06,132.08341,1.45E-03,-1.45E-03,0.689,0.064,-0.498,1.1148,0.0589,-0.0589,2.47E+02,1.24E+01,-1.24E+01,1.84,5.00E-01,-2.20E-01,6218.56,4985.68,-1977.91,27.2
FALSE POSITIVE,FALSE POSITIVE,0,10.18670759,9.76E-05,-9.76E-05,132.51843,9.22E-03,-9.22E-03,0.677,0.323,-0.413,7.498,0.523,-0.523,2.61E+02,1.21E+01,-1.21E+01,0.95,3.00E-02,-5.00E-02,12.29,1.56,-1.73,35.5
FALSE POSITIVE,FALSE POSITIVE,,365.994154,5.07E-03,-5.07E-03,217.68143,9.91E-03,-9.91E-03,0.8353,0.065,-0.58,13.071,0.361,-0.361,6.99E+02,3.33E+01,-3.33E+01,2.87,1.12E+00,-2.80E-01,1.14,1.28,-0.32,23.8
FALSE POSITIVE,FALSE POSITIVE,0,0.54028956,1.03E-06,-1.03E-06,131.85133,1.61E-03,-1.61E-03,1.181,0.18,-0.093,3.619,0.138,-0.138,2.94E+02,6.60E+00,-6.60E+00,21.45,7.19E+00,-1.92E+00,6356.72,6311.03,-1791.64,58.4
FALSE POSITIVE,FALSE POSITIVE,0.009,2.49047468,1.16E-05,-1.16E-05,133.44225,4.28E-03,-4.28E-03,0.522,0.029,-0.443,2.2003,0.0934,-0.0934,2.22E+02,1.27E+01,-1.27E+01,1.53,4.80E-01,-2.00E-01,940.43,885.12,-336.16,20.7
FALSE POSITIVE,FALSE POSITIVE,0,2.17257963,7.97E-06,-7.97E-06,133.00429,1.13E-03,-1.13E-03,1.107,18.01,-0.102,1.5794,0.0878,-0.0878,3.36E+02,1.56E+01,-1.56E+01,13.55,3.58E+00,-2.91E+00,1254.52,998.46,-570.02,27.1
FALSE POSITIVE,FALSE POSITIVE,0,3.307669761,3.90E-06,-3.90E-06,131.56743,9.92E-04,-9.92E-04,0.602,0.116,-0.418,1.672,0.0341,-0.0341,2.43E+02,4.50E+00,-4.50E+00,3.87,4.60E-01,-1.05E+00,2710.89,854.92,-1351.49,66.7
FALSE POSITIVE,FALSE POSITIVE,0.084,3.183961388,1.07E-06,-1.07E-06,132.865355,2.94E-04,-2.94E-04,0.677,0.009,-0.01,3.7875,0.0219,-0.0219,3.93E+04,1.52E+02,-1.52E+02,37.22,6.16E+00,-9.24E+00,1608.01,695.76,-747.37,339.2
FALSE POSITIVE,FALSE POSITIVE,0.09,48.507991,1.14E-03,-1.14E-03,148.3182,2.00E-02,-2.00E-02,0.944,0.023,-0.699,8.984,0.744,-0.744,2.89E+02,3.03E+01,-3.03E+01,2.06,6.70E-01,-2.30E-01,16.08,15.92,-5.16,11.4
FALSE POSITIVE,FALSE POSITIVE,0,0.759766456,1.62E-06,-1.62E-06,131.7904,1.89E-03,-1.89E-03,1.238,0.25,-0.099,5.323,0.122,-0.122,4.81E+02,8.70E+00,-8.70E+00,29.02,8.54E+00,-3.68E+00,4850.1,4340.1,-1685.16,73
FALSE POSITIVE,FALSE POSITIVE,0,1.219034472,7.77E-07,-7.77E-07,132.100235,5.57E-04,-5.57E-04,0.075,0.371,-0.075,2.151,0.0445,-0.0445,6.92E+03,7.58E+01,-7.58E+01,9.82,2.87E+00,-1.55E+00,2734.97,2358.69,-1051.01,99.2
FALSE POSITIVE,FALSE POSITIVE,0,7.37339245,1.86E-05,-1.86E-05,134.0101,2.08E-03,-2.08E-03,1.104,6.234,-0.103,2.883,0.102,-0.102,1.25E+02,4.00E+00,-4.00E+00,13.73,2.73E+00,-1.82E+00,344.18,196.61,-115.18,36.6
FALSE POSITIVE,FALSE POSITIVE,0.234,4.70847097,1.31E-06,-1.31E-06,134.153065,2.31E-04,-2.31E-04,0.418,0.031,-0.001,6.0503,0.0179,-0.0179,3.26E+04,6.47E+01,-6.47E+01,19.58,6.01E+00,-2.58E+00,493,444.95,-168.38,607.2
FALSE POSITIVE,FALSE POSITIVE,0,2.404556949,3.73E-06,-3.73E-06,131.67616,1.44E-03,-1.44E-03,0.97,0.001,-0.001,7.4918,0.0742,-0.0742,4.09E+02,3.70E+00,-3.70E+00,4.69,1.08E+00,-1.33E+00,3474.41,2393.2,-1876.71,147.1
CANDIDATE,CANDIDATE,0.966,66.119119,1.04E-03,-1.04E-03,145.2356,1.44E-02,-1.44E-02,0.256,0.203,-0.256,3.086,0.318,-0.318,8.62E+02,1.01E+02,-1.01E+02,3,8.50E-01,-3.40E-01,9.89,8.46,-3.14,9.8
CANDIDATE,CANDIDATE,0,0.982090079,1.57E-07,-1.57E-07,131.701452,1.30E-04,-1.30E-04,1.278,1.573,-0.12,1.44892,0.00574,-0.00574,5.40E+03,8.80E+00,-8.80E+00,29.95,4.76E+00,-2.79E+00,1426.18,728.36,-386.59,304.1
FALSE POSITIVE,FALSE POSITIVE,0,2.972047661,6.75E-06,-6.75E-06,133.24987,1.81E-03,-1.81E-03,1.207,43.41,-2.322,1.198,0.119,-0.119,5.95E+03,4.20E+02,-4.20E+02,24.74,1.19E+00,-2.15E+00,142.01,33.36,-38.44,20
FALSE POSITIVE,FALSE POSITIVE,0.003,2.237180102,7.77E-06,-7.77E-06,133.68185,3.13E-03,-3.13E-03,0.374,0.095,-0.374,1.4734,0.0773,-0.0773,4.94E+02,2.54E+01,-2.54E+01,1.75,2.00E-01,-1.60E-01,390.02,166.25,-107.82,23.3
FALSE POSITIVE,FALSE POSITIVE,0,0.93374232,3.55E-06,-3.55E-06,131.52477,3.56E-03,-3.56E-03,1.188,0.104,-0.18,6.552,0.218,-0.218,3.51E+02,8.80E+00,-8.80E+00,18.29,3.99E+00,-1.59E+00,1706.25,1109.5,-446.15,49.1
FALSE POSITIVE,FALSE POSITIVE,,134.76309,,,131.94463,,,,,,8.77,,,,,,,,,,,,
FALSE POSITIVE,FALSE POSITIVE,0,0.495434094,4.41E-07,-4.41E-07,133.458716,7.62E-04,-7.62E-04,0.009,0.42,-0.009,1.2496,0.0279,-0.0279,2.88E+02,6.30E+00,-6.30E+00,1.57,3.90E-01,-1.70E-01,5088.43,3876.23,-1460.79,57.2
FALSE POSITIVE,FALSE POSITIVE,0,8.48031302,7.15E-05,-7.15E-05,135.86745,7.79E-03,-7.79E-03,0.765,0.058,-0.536,5.988,0.224,-0.224,1.07E+02,6.00E+00,-6.00E+00,2.74,4.50E-01,-9.80E-01,1229.56,612.65,-774,20.2
FALSE POSITIVE,FALSE POSITIVE,,5.40534383,,,131.8513595,,,,,,2.32,,,,,,,,,,,,
CANDIDATE,CANDIDATE,1,0.66682654,6.82E-07,-6.82E-07,133.041202,8.41E-04,-8.41E-04,0.856,0.006,-0.597,0.7847,0.0402,-0.0402,5.12E+02,2.19E+01,-2.19E+01,1.49,1.20E-01,-1.60E-01,461.55,123.96,-120.75,33.4
FALSE POSITIVE,FALSE POSITIVE,0,0.882131829,,,131.900716,,,0.968,,,6.8106,,,3.62E+03,,,8.13,2.25E+00,-9.00E-01,3510.31,2943.65,-1084.52,70.6
FALSE POSITIVE,FALSE POSITIVE,0,0.489682339,1.92E-06,-1.92E-06,131.5738141,1.07E-03,-1.07E-03,0.441,0.041,-0.016,1.7495,0.00403,-0.00403,4.32E+05,4.78E+02,-4.78E+02,37.47,4.03E+00,-5.59E+00,580.4,235.42,-220.41,628.2
CONFIRMED,CANDIDATE,0.99,364.751562,5.12E-03,-5.12E-03,135.47514,9.15E-03,-9.15E-03,0.875,0.014,-0.614,13.057,0.557,-0.557,1.48E+03,6.83E+01,-6.83E+01,2.89,2.00E-01,-2.90E-01,0.18,0.06,-0.05,25.5
FALSE POSITIVE,FALSE POSITIVE,0,2.189098506,2.01E-06,-2.01E-06,132.080937,8.55E-04,-8.55E-04,1.258,0.46,-0.085,5.1498,0.0364,-0.0364,2.53E+03,1.58E+01,-1.58E+01,29.7,8.50E+00,-2.84E+00,651.22,574.61,-184.82,194.9
FALSE POSITIVE,FALSE POSITIVE,0,0.7088055,4.19E-07,-4.19E-07,132.168239,5.05E-04,-5.05E-04,1.238,0.229,-0.138,3.6789,0.0306,-0.0306,1.76E+04,1.07E+02,-1.07E+02,41.08,1.22E+01,-4.07E+00,4055.22,3660.38,-1201.95,195.6
FALSE POSITIVE,FALSE POSITIVE,,88.821421,2.48E-03,-2.48E-03,160.4918,1.97E-02,-1.97E-02,1.6227,0.3625,-0.4132,9.35,1.2,-1.2,3.94E+02,5.42E+01,-5.42E+01,234.99,1.22E+02,-6.16E+01,38.13,59.07,-19.75,7.8
FALSE POSITIVE,FALSE POSITIVE,0,1.507761203,8.78E-07,-8.78E-07,132.942717,4.90E-04,-4.90E-04,1.292,2.116,-0.13,3.096,0.0256,-0.0256,2.77E+03,2.16E+01,-2.16E+01,31.77,3.07E+00,-2.76E+00,675.11,248.37,-176.26,153.1
FALSE POSITIVE,FALSE POSITIVE,0.006,1.506019633,8.82E-06,-8.82E-06,133.02809,4.78E-03,-4.78E-03,0.528,0.426,-0.317,2.408,0.154,-0.154,1.37E+02,8.70E+00,-8.70E+00,1.08,2.60E-01,-1.40E-01,1660.03,1217.85,-546.35,18.8
FALSE POSITIVE,FALSE POSITIVE,0,0.572513875,7.27E-06,-7.27E-06,131.776,1.20E-02,-1.20E-02,0.04,0.42,-0.039,2.353,0.38,-0.38,4.93E+01,6.00E+00,-6.00E+00,0.52,7.00E-02,-5.00E-02,2365.45,1014.43,-641.4,10.2
FALSE POSITIVE,FALSE POSITIVE,0,35.14578122,3.37E-05,-3.37E-05,136.493569,8.65E-04,-8.65E-04,1.276,53.09,-0.113,2.253,0.0352,-0.0352,6.79E+03,9.57E+01,-9.57E+01,32.5,5.93E+00,-3.20E+00,12.6,7.81,-3.68,86.8
FALSE POSITIVE,FALSE POSITIVE,0.874,3.690317047,3.99E-06,-3.99E-06,131.542094,8.82E-04,-8.82E-04,1.151,43.06,-0.087,1.3784,0.0519,-0.0519,4.66E+02,1.36E+01,-1.36E+01,20.23,6.41E+00,-2.74E+00,634.09,601.51,-219.34,43
CONFIRMED,CANDIDATE,1,105.9566815,3.91E-04,-3.91E-04,182.05127,3.08E-03,-3.08E-03,0.322,0.083,-0.322,6.9988,0.099,-0.099,2.29E+03,4.96E+01,-4.96E+01,3.79,5.80E-01,-3.10E-01,2.59,1.29,-0.66,51.8
FALSE POSITIVE,FALSE POSITIVE,0.002,2.95600563,7.32E-06,-7.32E-06,134.06322,1.86E-03,-1.86E-03,0.408,0.054,-0.408,2.6717,0.0664,-0.0664,7.61E+01,2.50E+00,-2.50E+00,0.81,2.10E-01,-1.00E-01,509.55,406.36,-159.16,35.5
FALSE POSITIVE,FALSE POSITIVE,0,11.80570754,6.27E-06,-6.27E-06,133.050811,4.41E-04,-4.41E-04,1.015,0.504,-0.051,2.0494,0.0259,-0.0259,2.05E+03,2.03E+01,-2.03E+01,18.48,4.96E+00,-9.20E+00,417.85,356.04,-325.82,124.9
FALSE POSITIVE,FALSE POSITIVE,0,25.3710555,5.71E-04,-5.71E-04,141.8015,1.70E-02,-1.70E-02,0.742,0.005,-0.551,3.739,0.435,-0.435,7.86E+01,1.17E+01,-1.17E+01,1.43,4.10E-01,-4.10E-01,87.17,75.23,-48.36,8.3
CANDIDATE,CANDIDATE,1,1.38680229,8.76E-07,-8.76E-07,132.532038,5.02E-04,-5.02E-04,1.115,1.278,-0.089,1.7065,0.0295,-0.0295,2.42E+02,3.50E+00,-3.50E+00,29.33,7.00E+00,-5.25E+00,9703.01,5721.83,-3507.57,84.4
FALSE POSITIVE,FALSE POSITIVE,0,8.58966893,5.49E-05,-5.49E-05,132.01936,5.14E-03,-5.14E-03,0.012,0.266,-0.012,6.962,0.149,-0.149,4.30E+02,1.03E+01,-1.03E+01,155.18,5.20E+00,-2.78E+01,136317.25,23445.9,-53793.94,47.5
FALSE POSITIVE,FALSE POSITIVE,0,4.468456599,5.57E-06,-5.57E-06,138.741584,9.83E-04,-9.83E-04,1.207,64.53,-0.001,1.4195,0.058,-0.058,9.07E+02,2.92E+01,-2.92E+01,24.81,7.20E+00,-2.39E+00,321.94,267.38,-93.71,39.1
